"Date","AAPL","MSFT","NVDA","JPM","V","AMZN","HD","GOOGL","JNJ","CAT","PG","XOM","LIN","PLD","NEE"
2020-01-03,-0.00972206988510338,-0.012451762585024,-0.0160062915106629,-0.013196609886298,-0.0079527352532297,-0.0121390346559209,-0.00332333106416838,-0.00523137777734761,-0.0115776566041347,-0.013884370089657,-0.00672544921519669,-0.00803947484538758,-0.0260033959807587,0.0111986575598129,0.00712429097742384
2020-01-06,0.0079679707722744,0.00258464060750785,0.00419399306502899,-0.000795049968011718,-0.00216256395853442,0.0148855739305065,0.00470465009746368,0.0266542244835779,-0.00124771389221978,-0.000673577169284068,0.00138682513169486,0.00767786449662022,-0.00423878563299218,-0.00391509261193679,0.00499327089455903
2020-01-07,-0.0047029076529278,-0.00911759950128599,0.0121064933981334,-0.0170003974475154,-0.00264282357848977,0.00209162041563937,-0.00654671954783048,-0.00193149054713515,0.00610700306031675,-0.0132127229042455,-0.00619163728694183,-0.00818376138905585,0.00215273287725815,-0.00640183468315758,-0.000869520162340431
2020-01-08,0.0160862458331823,0.0159284513355078,0.00187577061588851,0.00780067395312645,0.0171179477542804,-0.00780864026128936,0.014964547665161,0.00711773635137836,-0.000138007718049948,0.0088804436574268,0.0042627847907295,-0.0150805983555207,0.0124983470885354,0.00542557391324938,-0.000455634501393853
2020-01-09,0.0212408126624994,0.0124928842636534,0.0109822240078112,0.00365133352143054,0.00692989618715933,0.00479917478646841,0.0153297834818127,0.0104977636900803,0.00296630918578256,-0.00250514436671678,0.0109377833499338,0.0076558639011659,0.00703996476293112,0.000112172217563433,0.00783553753279453
2020-01-10,0.00226051865667753,-0.00462698927413319,0.00534936034227185,-0.0099679541126656,0.00269105790100466,-0.00941059680203127,-0.00430716486481753,0.00645869726568082,-0.00226950660846792,-0.0080106917841738,0.000969013364354954,-0.00888772313550357,0.00110117902376161,0.00539589627320569,0.00189236210428456
2020-01-13,0.021364730009084,0.0120243068301262,0.0313525458144901,0.00830427943373269,0.00805076277561767,0.00432257824569948,-0.00392497868493402,0.00774694582333812,0.00441191255618412,0.00472257041128743,0.00734052528549678,0.00954586818888159,0.0130095121190008,0.0263866129144736,0.011701901195116
2020-01-14,-0.0135034358040866,-0.00704332631212778,-0.0186522100467513,0.0116621002108546,0.00368589077415504,-0.0115582117180526,-0.0023731445104983,-0.00655543650994006,0.00562802356736047,-0.000953697065726122,-0.00152141696441566,-0.00859603243723561,-0.00868744548890976,-0.012745190728557,0.0053978948437623
2020-01-15,-0.00428548888157887,0.00647642706633,-0.00691537787040253,-0.0149860147652967,0.0191279409064145,-0.0039691265489249,0.0079888665683816,0.00601842913766459,0.00334446044571513,-0.00756773343745365,0.0101851580143475,-0.00158954908069897,0.0070488836808229,0.0174333241774265,0.0155410822038264
2020-01-16,0.0125264400334439,0.0183229800737332,0.0136825359810837,0.00387690668656915,0.00575570685155635,0.00854991102959346,0.018834307738449,0.0076156195497501,0.00809432191901793,0.0158002238468589,0.000873328660624839,-0.00390790657546436,0.00766164126088542,0.0123631116059142,0.00274260735954668
2020-01-17,0.0110710782676844,0.00559700820699227,0.00140595383842745,0.00692164545845952,0.0186612805943276,-0.00703966144232826,0.01350415659755,0.020245930928934,0.0065453437906402,0.00640171267484768,0.00269693920640268,-0.00377793587138564,0.00488142888881904,0.00985546809138271,0.00447910799772822
2020-01-21,-0.00677694475932022,-0.0035905907726298,-0.00537541344223136,-0.00984079940002325,0.0126526660446775,0.0146295252069268,0.00448415576017447,0.00184512160446659,0.000670348548635458,-0.0130604316975558,-0.00253156122614573,-0.014294230880272,-0.0110697610945057,0.0137900103843449,0.0137730495512498
2020-01-22,0.00356958997790535,-0.00480486798487523,0.00875210679862892,-0.00116918503970864,0.00294260441853456,-0.00239954946247045,-0.000214409228680768,0.00109285426493244,-0.00683322066888614,-0.0220770897950499,0.00174485659845902,-0.00577084651355853,-0.00306976999446751,-0.0170552659055735,0.0117167346716385
2020-01-23,0.00481587787600368,0.00615545012613561,0.0109950901312228,-0.00102433398876633,-0.0066377365185204,-0.00152591122567813,0.00322023342725974,0.000552889668613998,0.00188856202516252,0.000841073699718642,-0.00457108750940116,-0.00625090099837511,-0.00691657635516374,0.0187350889459645,0.000692665235274559
2020-01-24,-0.00288193511573775,-0.0100765521908307,-0.00941219964884432,-0.0248280805281158,-0.00736009385185943,-0.0121724266388616,-0.00706186555570654,-0.012474229253531,-0.00141376700966434,-0.0166023879558704,0.00119984703156883,-0.00673974200948257,0.00176481845504561,0.00470232557072769,0.013995850500943
